[-37.82621002 -17.07882309   1.65181899],[ 0.59978223  0.55247301 -0.38214764  0.44188654]
[-10.1751585  -15.2458477    1.70235586],[ 0.67662776  0.56454504 -0.32736382  0.34772238]
[ 29.93767357 -26.97999001   1.76957476],[ 0.71357507  0.62115443  0.21371943 -0.2497672 ]
[ 20.94472694 -23.49044037   1.76314008],[ 0.77735525  0.62280935  0.03530823 -0.0518809 ]
[ 21.67571068 -24.24713135   1.78299975],[ 0.77366215  0.62686467  0.04588978 -0.06570836]
[ -8.03968048 -16.12373352   1.73749197],[ 0.67050129  0.62279582 -0.27402806  0.29805085]
[  1.86751199 -16.75460434   1.74355054],[ 0.76867408  0.58341837 -0.17954832  0.18355095]
[-26.48215294 -16.20320511   1.6872139 ],[ 0.64282918  0.58155751 -0.351962    0.3593156 ]
[  2.69622707 -17.46448517   1.75897813],[ 0.76444799  0.59145415 -0.16694123  0.18727235]
[ 11.91723633 -22.11723518   1.83694446],[ 0.77036929  0.62712854 -0.07037366  0.07167607]
[-17.47249794 -18.31682777   1.75554132],[ 0.65009421  0.63142461 -0.3016091   0.29654768]
[ 18.63335228 -24.81260109   1.7878747 ],[ 0.78405595  0.6149357   0.04158607 -0.07073152]
[-10.29521561 -18.01418686   1.77074063],[ 0.66154003  0.63064682 -0.27977848  0.29523572]
[ 49.24354935 -30.912117     1.68601906],[ 0.69391036  0.6679073   0.17430058 -0.21682885]
[-11.48720741 -18.20397186   1.7738142 ],[ 0.65349108  0.62418503 -0.29755276  0.31023374]
[ 86.93166351 -40.82410049   1.29271674],[ 0.66476393  0.61734831  0.28166088 -0.32467929]
[ 34.62139511 -28.08428001   1.72832572],[ 0.67389727  0.63546252  0.2332494  -0.31080636]
[-36.05748749 -15.24229908   1.59794867],[ 0.62644374  0.5260936  -0.37169763  0.44414514]
[ 32.61597443 -22.13447952   1.65111208],[ 0.71580279  0.63902336  0.16501483 -0.22135073]
[  3.02486897 -16.62774658   1.74735284],[ 0.74703181  0.62873572 -0.16321224  0.14851041]
[ -3.94087029 -13.51601219   1.66423249],[ 0.71710545  0.55239803 -0.2860246   0.30705765]
[-34.71404266 -14.0627985    1.60257804],[ 0.65499085  0.53463185 -0.34989339  0.40862858]
[ 53.313694   -32.47619247   1.65365052],[ 0.68161291  0.64598906  0.22368833 -0.26684254]
[ 10.69480515 -23.24552155   1.85234535],[ 0.77644819  0.6235733  -0.06519987  0.04457675]
[-11.21739864 -17.84272003   1.76158369],[ 0.68443984  0.62333924 -0.25947109  0.27465641]
[-12.41535664 -15.55451202   1.74496949],[ 0.66896021  0.63479781 -0.2730343   0.2755298 ]
[ 56.66279221 -32.42738724   1.64004886],[ 0.68516475  0.66622829  0.19685301 -0.23113826]
[-31.97108269 -15.0132246    1.62590659],[ 0.64133561  0.53451437 -0.36126742  0.4203029 ]
[ 52.18265533 -33.82354355   1.66933262],[ 0.6598652   0.61891127  0.28115737 -0.32623479]
[-34.33062744 -13.41818714   1.59580266],[ 0.65658039  0.53748024 -0.34384906  0.40854448]
[ 15.29449749 -23.0583477    1.82198989],[ 0.77361894  0.63282335 -0.01943174  0.00957623]
[  2.29191256 -16.10861588   1.75496006],[ 0.74542683  0.63108855 -0.17694452  0.16939579]
[  0.41915792 -15.40056992   1.73098469],[ 0.71267664  0.62945986 -0.21122465  0.21903983]
[-14.96936321 -14.0501318    1.64362049],[ 0.69591516  0.56986982 -0.29592174  0.33387786]
[ 18.9812603  -23.64110756   1.78789818],[ 0.77905798  0.62081605  0.02337307 -0.03214452]
[-20.66635323 -15.04203892   1.66510141],[ 0.64283693  0.54750949 -0.36341646  0.40030214]
[ 62.52291489 -29.61787033   1.48493743],[ 0.67310214  0.63655192  0.2222313  -0.28649083]
[ 28.89356422 -26.07986832   1.79068112],[ 0.68476015  0.66742867  0.18975994 -0.22434959]
[ 37.75139618 -28.58880234   1.77330673],[ 0.69315028  0.66360241  0.16157746 -0.22874939]
[ 69.30340576 -36.37357712   1.52610469],[ 0.64832723  0.65941316  0.2307533  -0.30369076]
[ 20.69601631 -24.15974045   1.78091013],[ 0.78415871  0.61580634  0.03428756 -0.04374945]
[ 63.77988052 -37.48340607   1.62771642],[ 0.65888768  0.65442157  0.25173205 -0.28452179]
[-25.51360893 -13.63702869   1.62859941],[ 0.66460598  0.52232265 -0.32616052  0.43027231]
[ 51.63973236 -31.85487938   1.69475996],[ 0.70067114  0.65946996  0.17657202 -0.21519522]
[-15.4295826  -15.66623211   1.69620848],[ 0.67780393  0.55531144 -0.33070636  0.3555432 ]
[ 67.2521286  -34.73057175   1.49835384],[ 0.66539514  0.64101207  0.22593504 -0.30843112]
[-26.88388252 -13.12792683   1.62593317],[ 0.67916775  0.53697276 -0.31703916  0.39338616]
[  4.69125032 -19.56676674   1.80950582],[ 0.74884051  0.60368824 -0.19517356  0.18735173]
[ 87.56370544 -38.79475021   1.29830372],[ 0.62221593  0.58202887  0.34741929 -0.40569112]
[ 22.57129288 -23.37208939   1.72872603],[ 0.76188499  0.61767167  0.11910187 -0.14866503]
[  9.93215466 -22.43986893   1.84292066],[ 0.78093952  0.61002123 -0.10357448  0.06897409]
[ -3.70443726 -13.17598343   1.65832734],[ 0.7279529   0.55174613 -0.26456979  0.29073143]
[ 52.00546646 -32.38030243   1.69793952],[ 0.68914485  0.65656203  0.19494334 -0.24370451]
[-26.46845436 -13.45666981   1.62507641],[ 0.68274981  0.52919042 -0.3068231   0.40327317]
[-12.49734306 -18.76159096   1.77370977],[ 0.69235092  0.61345428 -0.26586571  0.27141595]
[ 42.68348312 -27.45312309   1.71133316],[ 0.71223509  0.67922068  0.11173724 -0.15929995]
[ 13.33011341 -23.43937683   1.8087126 ],[ 0.78133184  0.62137365  0.02051766 -0.04642945]
[ 12.78795052 -24.36190796   1.86045802],[ 0.76943308  0.63734394 -0.02563855 -0.00106717]
[ 11.23970222 -23.02980995   1.8550514 ],[ 0.76967514  0.62336648 -0.08782391  0.08514154]
[ -1.88499558 -15.9734993    1.74363792],[ 0.69295263  0.62189162 -0.23611984  0.27808753]
[  9.99307346 -21.9043293    1.60879874],[ 0.61749572  0.59273434 -0.13197866  0.0427018 ]
[ 22.55924797 -23.83752441   1.77281773],[ 0.71005803  0.6622951   0.16028091 -0.18497784]
[ 18.08174896 -21.76016617   1.75038123],[ 0.73374552  0.66201198  0.1005701  -0.11746757]
[ 47.02070999 -31.65569687   1.74222541],[ 0.68859488  0.65701294  0.17748412 -0.25302127]
[ 20.85324097 -22.88277817   1.75621223],[ 0.76492941  0.62780291  0.0665845  -0.11483181]
[ 32.0219841  -28.7557869    1.79048371],[ 0.73171747  0.61599714  0.16756469 -0.2305973 ]
[-25.13114929 -16.33464813   1.70059288],[ 0.65000582  0.58063853 -0.34783781  0.35198247]
[ 20.04866409 -23.47871399   1.78224146],[ 0.77322716  0.62595576  0.03895114 -0.07557081]
[ 17.31194305 -16.83893585   1.55181527],[ 0.72844398  0.5728749   0.03201132 -0.09781188]
[-25.9221859  -16.47975159   1.69636869],[ 0.64764565  0.58558798 -0.33745068  0.35812405]
[ 78.1004715  -38.74400711   1.42594695],[ 0.65224248  0.66458416  0.25569019 -0.27115726]
[ 44.11677933 -29.90531158   1.69059002],[ 0.68502831  0.61170679  0.25202021 -0.30778897]
[-29.4276619  -15.25389004   1.66256154],[ 0.63611042  0.57935625 -0.35405156  0.37336668]
[ 60.82133484 -31.83679962   1.56567907],[ 0.6641342   0.65574974  0.21181309 -0.27309611]
[ 51.93509293 -33.83158112   1.70869005],[ 0.68774247  0.63364774  0.22360036 -0.27706277]
[ -8.56574249 -16.63923454   1.749578  ],[ 0.65903515  0.63096529 -0.28212169  0.2964327 ]
[ 65.27611542 -33.09880829   1.54698801],[ 0.65447366  0.66406566  0.22387683 -0.27697974]
[ 65.06135559 -37.90395737   1.56612921],[ 0.64308405  0.61643499  0.30841658 -0.3409287 ]
[  9.40111732 -21.19408226   1.82347703],[ 0.7705971   0.60441917 -0.14551377  0.11820334]
[ 24.52926826 -27.00916862   1.81217611],[ 0.77988023  0.60527307  0.07687468 -0.11343317]
[-21.56287193 -17.2429924    1.71450019],[ 0.63852274  0.60265881 -0.33774111  0.33961388]
[  5.46699286 -20.33873367   1.81537819],[ 0.74838907  0.60694712 -0.19937626  0.17445375]
[ 29.03256989 -24.00724983   1.69845796],[ 0.77233231  0.61922073  0.06104158 -0.11648287]
[ 44.00023651 -31.78037834   1.79395771],[ 0.67898035  0.65846682  0.19179705 -0.26407385]
[  8.12199306 -16.67040443   1.73246658],[ 0.74772954  0.6699236  -0.04038389  0.00925207]
[ 31.49448013 -25.23847389   1.73797143],[ 0.69847482  0.64817059  0.20905021 -0.22986454]
[-14.44021797 -14.79612827   1.68815374],[ 0.70085114  0.54600936 -0.29202813  0.33755749]
[-19.40616226 -17.86743546   1.74402022],[ 0.64671695  0.61777949 -0.31758815  0.31469226]
[  7.76487398 -21.26527023   1.82964385],[ 0.76191717  0.60045838 -0.16882333  0.16249721]
[-16.76834488 -14.94041538   1.70092928],[ 0.66196281  0.57469803 -0.33363968  0.35305792]
[ 14.70401478 -21.21319771   1.79292953],[ 0.76433933  0.64099658 -0.03441032  0.03882857]
[ 22.21772385 -22.71091843   1.76569176],[ 0.70341539  0.6746313   0.14225286 -0.17841648]
[ 39.80798721 -28.99460411   1.77917635],[ 0.7120294   0.66878372  0.12006275 -0.17779562]
[ 57.07086563 -32.60940552   1.6257503 ],[ 0.6769253   0.66261655  0.20922959 -0.25252005]
[ 21.95794868 -22.41412544   1.7411927 ],[ 0.79197347  0.60272169  0.00583278 -0.04208902]
[ 61.69536209 -33.2979126    1.56625426],[ 0.6682834   0.68922901  0.1875613  -0.22632164]
[ 75.14218903 -37.8504982    1.4352504 ],[ 0.667189    0.65439034  0.24991551 -0.26420841]
[ 28.87376785 -24.56676674   1.69514978],[ 0.787516    0.59910524  0.05658139 -0.12301526]
[ 25.1470356  -24.56280708   1.74703717],[ 0.78452629  0.61436993  0.0246292  -0.05941546]
[ 39.60712051 -28.44559097   1.72668052],[ 0.70743537  0.61660928  0.21243253 -0.27697811]
[ 11.02025795 -17.78916359   1.75249004],[ 0.73664761  0.67837226 -0.033438   -0.01441124]
[ 58.94333267 -33.75601959   1.59281898],[ 0.67068899  0.6010763   0.26862073 -0.33990341]
[ 11.95293331 -22.42003441   1.83978605],[ 0.77325678  0.62124085 -0.08096048  0.08451029]
[-30.97192001 -14.39039993   1.62638152],[ 0.60941142  0.53671861 -0.40806979  0.42503715]
[-11.45753765 -18.38907433   1.76915991],[ 0.68839097  0.62026447 -0.25948286  0.27108896]
[ 20.61964989 -26.11984444   1.81070173],[ 0.79589802  0.59831935  0.02869224 -0.06352528]
[ 27.31573105 -25.16991043   1.78740096],[ 0.69217032  0.6759631   0.1631228  -0.19768324]
[-31.46938515 -12.68926907   1.59336901],[ 0.67059261  0.53346092 -0.33732393  0.39732492]
[-10.90455437 -18.05229187   1.77422428],[ 0.66343307  0.62739837 -0.28126714  0.29871488]
[ 23.14243317 -22.23228645   1.77099586],[ 0.76646394  0.58353508  0.05144492 -0.11574972]
[ 87.22788239 -40.69039536   1.29162526],[ 0.67028677  0.63486719  0.23065773 -0.3154552 ]
[ 69.81429291 -37.29718399   1.49429631],[ 0.63928926  0.64128888  0.28431064 -0.32269761]
[  9.79303169 -18.72310829   1.7689482 ],[ 0.76754451  0.63660628 -0.06016091  0.04351958]
[ 43.47995758 -28.23160172   1.73051131],[ 0.70649707  0.67817688  0.11846066 -0.17112873]
[ 55.3626709  -33.46652603   1.64008451],[ 0.66466326  0.61776865  0.2753689  -0.32078689]
[ 83.19467163 -37.85766983   1.32735658],[ 0.61469638  0.58760035  0.32613099 -0.42527571]
[ 45.21620941 -31.27898979   1.75914311],[ 0.68798703  0.65460271  0.17614186 -0.25951719]
[ 10.39846802 -20.48130417   1.79392946],[ 0.77839077  0.61954236 -0.06911832  0.04354358]
[-19.96426392 -14.89945602   1.66415203],[ 0.65477079  0.54576236 -0.35082823  0.39292207]
[ 53.75800323 -32.63898468   1.67317808],[ 0.6888929   0.65413439  0.20672432 -0.2419987 ]
[-25.9109478  -16.54566002   1.68976581],[ 0.64753455  0.57917511 -0.34518901  0.3604219 ]
[ 52.14929581 -33.59996414   1.71876752],[ 0.67408305  0.66163296  0.20894742 -0.26031321]
[ 20.39272499 -22.415802     1.74905753],[ 0.73741019  0.64981413  0.11651407 -0.13523923]
[ 39.13037491 -29.31623077   1.72845447],[ 0.67034549  0.61775184  0.26518255 -0.32368281]
[ 79.70272064 -39.34639359   1.37444675],[ 0.66303974  0.63382894  0.24110118 -0.31816277]
[-12.38114262 -16.00008774   1.69903946],[ 0.67602676  0.54955858 -0.33830187  0.36442643]
[ 89.06053162 -42.52574921   1.24387419],[ 0.63155824  0.60725552  0.30677035 -0.37259874]
[ 62.05751038 -36.12784195   1.56621397],[ 0.65891844  0.61709887  0.2851173  -0.32680899]
[ 17.09768677 -24.54996109   1.80307376],[ 0.80508506  0.59235203 -0.01099858  0.00209733]
[  9.55732536 -20.36483383   1.79483092],[ 0.78235126  0.61103338 -0.07180326  0.04857548]
[ 69.76741028 -32.54369736   1.47170174],[ 0.6780135   0.63426095  0.22015685 -0.29190508]
[ 11.45047665 -24.74737167   1.8780067 ],[ 0.77390414  0.62843746 -0.06120141  0.02201525]
[ -8.73027992 -15.27273464   1.7342155 ],[ 0.67324424  0.62112677 -0.27529243  0.29441652]
[ -8.66059113 -14.61388779   1.68865347],[ 0.71036506  0.5597899  -0.2928614   0.31283212]
[-30.48368454 -14.27165222   1.65679574],[ 0.63121212  0.57647628 -0.36674213  0.37553096]
[ -9.42772865 -16.77322388   1.75068164],[ 0.66461605  0.62155282 -0.28016257  0.30936319]
[-28.46123123 -13.20911789   1.61886692],[ 0.68305683  0.5399884  -0.30687237  0.38966122]
[-31.69320107 -15.15263748   1.63654387],[ 0.62155855  0.54839474 -0.38292336  0.41391924]
[  6.5077858  -20.99225616   1.82995021],[ 0.75295943  0.60225338 -0.18505579  0.18398455]
[-11.3758564  -15.52856636   1.69426024],[ 0.67298591  0.55133206 -0.33219466  0.36966383]
[-24.94111633 -16.49864578   1.70118976],[ 0.64159042  0.5873304  -0.35252589  0.34978494]
[-28.3612442  -15.95474148   1.68236005],[ 0.63843364  0.58000672 -0.35685223  0.36573225]
[ 46.22180557 -30.88823318   1.6845789 ],[ 0.6720655   0.62155634  0.24660936 -0.32292914]
[ -3.40498924 -14.85257244   1.70405376],[ 0.72339332  0.57041007 -0.26313877  0.28265333]
[ 20.53325844 -23.39262199   1.76367438],[ 0.77161908  0.62229311  0.0589783  -0.10293335]
[ -1.78083146 -14.49469471   1.71913731],[ 0.71282303  0.62548482 -0.21951431  0.22075069]
[ 51.30516815 -33.13574219   1.65703034],[ 0.65590811  0.61016351  0.29248309 -0.34067199]
[ 13.58542252 -24.21313286   1.85725784],[ 0.7694878   0.63703507 -0.02291754 -0.00119302]
[ -7.90714169 -16.55086327   1.74531126],[ 0.67087781  0.6175884  -0.27913901  0.30251667]
[ 22.10616302 -25.60337067   1.79420328],[ 0.78572571  0.61306775  0.04200855 -0.05169752]
[ 84.24620056 -41.11374664   1.32025862],[ 0.66693002  0.63828689  0.24152955 -0.31014618]
[ 21.11953735 -25.15454674   1.79639304],[ 0.77373338  0.62123561  0.05935108 -0.08981186]
[ -4.53246593 -13.59599304   1.66386616],[ 0.73245198  0.55225962 -0.26975188  0.28629699]
[-12.8262434  -16.07991791   1.69668865],[ 0.67447031  0.5461036  -0.34507394  0.36358392]
[ 10.01415825 -17.18112373   1.73730958],[ 0.75064665  0.65948379 -0.03924531  0.0009853 ]
[ 86.31272125 -40.99575806   1.31871426],[ 0.62242746  0.5889886   0.31811753 -0.4124288 ]
[ 60.7732048  -34.75709152   1.5686444 ],[ 0.67672855  0.59565687  0.28021678 -0.33179626]
[ 71.72714996 -37.27287292   1.44952273],[ 0.65609795  0.62915826  0.28880027 -0.30771482]
[ 78.17029572 -37.33299637   1.4105953 ],[ 0.67419481  0.64353353  0.23725498 -0.28242478]
[  3.11219597 -17.05930901   1.7580353 ],[ 0.75770688  0.59627008 -0.1825414   0.1881315 ]
[ 64.78033447 -36.68742752   1.60971904],[ 0.6606431   0.65273941  0.2501238  -0.28550416]
[-30.42610931 -15.30131149   1.65968692],[ 0.61830539  0.5498926  -0.38741577  0.41518664]
[ 88.06668091 -41.11656952   1.25161481],[ 0.63545823  0.60184121  0.30086935 -0.38515335]
[  9.77293873 -20.66666794   1.810987  ],[ 0.77853692  0.61518347 -0.08099926  0.06245307]
[ 33.74098969 -28.49171066   1.76060951],[ 0.71075243  0.63117182  0.17340201 -0.2541385 ]
[-22.46966743 -15.58745766   1.68504298],[ 0.63156146  0.55163294 -0.36902925  0.41078541]
[-18.34082603 -18.16314316   1.75412261],[ 0.65341443  0.62550247 -0.29816559  0.30339783]
[ 21.58674431 -23.27523613   1.75659108],[ 0.78146732  0.6138615   0.04358855 -0.05953581]
[ 65.69506073 -37.90224075   1.55588639],[ 0.64268255  0.61623406  0.30888501 -0.34213606]
[ 17.06351662 -24.10487366   1.78435004],[ 0.80200577  0.59676391 -0.0024358  -0.01131651]
[ 60.91789627 -34.62740326   1.6012013 ],[ 0.67890918  0.65766877  0.22091335 -0.25220132]
[ 54.11779785 -33.88446045   1.67117333],[ 0.65795416  0.63346934  0.27097544 -0.3087171 ]
[ 86.70464325 -41.93497467   1.27626812],[ 0.66023737  0.60738313  0.29558495 -0.3391445 ]
[ 28.20793343 -23.43920517   1.69747341],[ 0.77524644  0.61616153  0.05633745 -0.11109797]
[ 38.96701813 -29.39759636   1.79265535],[ 0.69696116  0.6552856   0.17878199 -0.22948448]
[-35.75941849 -15.1693716    1.59667695],[ 0.63092649  0.53449774 -0.36322191  0.43160272]
[ 79.97080231 -38.60071182   1.37155151],[ 0.665151    0.64825612  0.23809049 -0.29231694]
[ 41.22556305 -28.34169197   1.70634484],[ 0.68987179  0.62806785  0.21473032 -0.28947514]
[ 18.40135765 -22.69615555   1.75838304],[ 0.74546599  0.64925635  0.09412543 -0.11832523]
[ 63.73551178 -35.96937943   1.58534408],[ 0.64464968  0.66684252  0.25572187 -0.2846711 ]
[ -9.15297413 -15.05434227   1.69359994],[ 0.69274777  0.55791152 -0.31794411  0.33373371]
[-13.98374748 -16.40593147   1.71684968],[ 0.67163253  0.55488712 -0.33751583  0.36439246]
[-32.56402206 -14.63527203   1.61479187],[ 0.63713378  0.53582823 -0.36725286  0.42123777]
[-27.82788849 -15.99055481   1.68181849],[ 0.6366896   0.57986784 -0.36333296  0.36140838]
[ 20.7294445  -25.02120781   1.80405712],[ 0.78689444  0.6111775   0.04051585 -0.05011273]
[ 79.64205933 -38.8343811    1.39395702],[ 0.66726834  0.64934796  0.23354614 -0.28845587]
[ 43.90297699 -31.66032982   1.79985535],[ 0.69820648  0.64037001  0.18280745 -0.25992647]
[ 63.28139114 -37.09648514   1.56750989],[ 0.64921677  0.61400038  0.30117342 -0.33841395]
[-25.35675812 -16.63916016   1.70104015],[ 0.64848661  0.58703691 -0.34598848  0.34438261]
[ 85.1591568  -41.91431427   1.33739436],[ 0.66927224  0.62785482  0.26024631 -0.31780344]
[ 64.86581421 -32.52192307   1.52007091],[ 0.66354465  0.66267222  0.20802414 -0.27467582]
[-26.41728592 -15.00332165   1.68551505],[ 0.64187157  0.57867122 -0.35783565  0.3625845 ]
[ 21.22162628 -19.64603615   1.68743849],[ 0.69092077  0.695454    0.13404813 -0.1460306 ]
[  8.99516678 -15.86505127   1.70795059],[ 0.75639004  0.65385002 -0.03746955  0.01146834]
[-30.7286396  -14.80378342   1.64422226],[ 0.62896645  0.55750483 -0.37744203  0.39434811]
[ 13.52096272 -23.68223572   1.81142867],[ 0.78639001  0.61653006 -0.00385384 -0.01832633]
[-34.67211914 -13.50650883   1.59429407],[ 0.65174192  0.53568721 -0.34795657  0.41437599]
[-36.87230682 -16.11946487   1.62252009],[ 0.61619759  0.54710084 -0.37296361  0.43702799]
[ 28.70924759 -24.34235954   1.69631374],[ 0.77727091  0.61038858  0.07507709 -0.12512262]
[ 83.58274078 -37.51683807   1.31864583],[ 0.61969012  0.5732376   0.33796254 -0.42763978]
[ 84.59629822 -41.95223236   1.2986598 ],[ 0.65497118  0.61168861  0.2979871  -0.34085849]
[ 34.75475311 -27.85366821   1.74069381],[ 0.69407934  0.62172288  0.25225589 -0.26673901]
[ 14.10134029 -24.08571243   1.8465004 ],[ 0.77853268  0.62509388 -0.01021292  0.00474035]
[-20.38151169 -17.73465919   1.73546112],[ 0.65221083  0.60165286 -0.32180345  0.33332422]
[ 40.28666306 -28.59779167   1.71678782],[ 0.69805092  0.63123608  0.19126675 -0.28155735]
[ 22.17324066 -22.68706894   1.72032595],[ 0.76122802  0.61899912  0.1150491  -0.15491001]
[ 14.7377634  -24.33038902   1.85582602],[ 0.76684445  0.63828099 -0.04443775  0.00609085]
[  4.55674601 -20.43954468   1.82547641],[ 0.74241018  0.61067605 -0.2019738   0.17918131]
[ 89.01055145 -41.27690887   1.30527294],[ 0.66446424  0.61539942  0.2716268  -0.33932522]
[-13.88775444 -19.23918152   1.78498507],[ 0.68145841  0.61902344 -0.27479419  0.27423751]
[ 33.48324966 -25.33053398   1.7258265 ],[ 0.68759543  0.65575016  0.19979906 -0.24808718]
[-35.2767601  -14.6222496    1.61610854],[ 0.64925039  0.5488047  -0.34647241  0.40401378]
[ 17.90401268 -22.84098053   1.77138019],[ 0.74300754  0.65489435  0.08115131 -0.11137563]
[ 65.30851746 -36.27891541   1.59038413],[ 0.6540547   0.67185038  0.23291758 -0.27379501]
[ 31.01072121 -22.6689415    1.6801728 ],[ 0.72795534  0.63134289  0.16176412 -0.20909759]
[-30.17098045 -12.94989681   1.61731791],[ 0.67580491  0.53968662 -0.32502106  0.39080742]
[-29.67703819 -14.22281837   1.64394259],[ 0.63705683  0.57060015 -0.36736047  0.37187463]
[ 23.35730362 -22.86542511   1.72168052],[ 0.78223795  0.61381584  0.02947627 -0.08085218]
[  1.57027197 -14.7500639    1.71429348],[ 0.72980165  0.64233857 -0.14789328  0.14819205]
[-16.68391418 -15.23395634   1.70432198],[ 0.65993059  0.56920677 -0.34287813  0.35708833]
[ 73.57400513 -37.22649384   1.43430388],[ 0.65799057  0.64096481  0.27048406 -0.29808488]
